Zona de planificacion;Distrito;Distrito MIES;Provincia;id_provincia;Canton;id_canton;Parroquia;id_parroquia;Región;Servicio;Modalidad;Modalidad_1;Tipo gestion_ua;Fuente financiamiento_ua;Tipo administracion_ua;Cooperante;Hombre;"Mujer
(excluye mujeres gestantes)";"Total
(excluye mujeres gestantes)";Total general (incluye mujeres gestantes);1_0 - 3 primera infancia Hombre;1_0 - 3 primera infancia Mujer;2_4 - 5 primera infancia Hombre;2_4 - 5 primera infancia Mujer;3_6 - 11 segunda infancia Hombre;3_6 - 11 segunda infancia Mujer;4_12 - 14 adolescencia Hombre;4_12 - 14 adolescencia Mujer;5_15 - 17 adolescencia Hombre;5_15 - 17 adolescencia Mujer;6_18 - 29 juventud Hombre;6_18 - 29 juventud Mujer;7_30 - 64 adultez Hombre;7_30 - 64 adultez Mujer;8_65 y más adulta mayor Hombre;8_65 y más adulta mayor Mujer;Afroecuatoriano Hombre;Afroecuatoriano Mujer;Indígena Hombre;Indígena Mujer;Mestizo Hombre;Mestizo Mujer;Montuvio Hombre;Montuvio Mujer;Blanco Hombre;Blanco Mujer;Otro Hombre;Otro Mujer;Sin discapacidad Hombre ;Sin discapacidad Mujer;Con discapacidad Hombre;Con discapacidad Mujer;Con discapacidad Total;Discapacidad auditiva Hombre;Discapacidad auditiva Mujer;Discapacidad física Hombre;Discapacidad física Mujer;Discapacidad intelectual Hombre;Discapacidad intelectual Mujer;Discapacidad lenguaje Hombre;Discapacidad lenguaje Mujer;Discapacidad mental Hombre;Discapacidad mental Mujer;Discapacidad psicologico Hombre;Discapacidad psicologico Mujer;Discapacidad psicosocial Hombre;Discapacidad psicosocial Mujer;Discapacidad visual Hombre;Discapacidad visual Mujer;Discapacidad ninguna Hombre;Discapacidad ninguna Mujer;Capacidad máxima;*Area urbana rural;Asistencia promedio;Asistencia NT;DII_01_menor_6_m_Hombre;DII_01_menor_6_m_Mujer;DII_02_6a9_m_Hombre;DII_02_6a9_m_Mujer;DII_03_10a11_m_Hombre;DII_03_10a11_m_Mujer;DII_04_12a18_m_Hombre;DII_04_12a18_m_Mujer;DII_05_19a24_m_Hombre;DII_05_19a24_m_Mujer;DII_06_25a36_m_Hombre;DII_06_25a36_m_Mujer;DII_07_mayor_36_m_Hombre;DII_07_mayor_36_m_Mujer;Modalidad nueva;Modalidad nueva2;Ecuatoriano;Extranjero;Tiene_RS_SI_METRICA2018;Tiene_RS_NO_METRICA2018;EXTREMA_POBREZA_METRICA2018;POBRE_METRICA2018;NO_POBRE_METRICA2018;Tipo gasto;embarazada_SI;G3_6a11_segunda_infancia;G4_12a14_adolescencia;G5_15a17_adolescencia;G6_18a29_juventud;G7_30a64_adultez;G8_65_mas_adulta_mayor;dias_asistencia_embarazada;base_ninos;extremo_vulnerable_dii;vulnerable_dii;no_vulnerable_dii;Ficha_levantada_dii;base_embarazadas;extremo_vulnerable_embz;vulnerable_embz;no_vulnerable_embz;Ficha_levantada_embz;base_pam;vulnerabilidad_alta_pam;vulnerabilidad_media_pam;vulnerabilidad_baja_pam;Ficha_levantada_pam_Diurno_Activo_Domiciar;Ficha_levantada_pam_Residencial;base_pcd;vulnerabilidad_alta_pcd;vulnerabilidad_media_pcd;vulnerabilidad_baja_pcd;Ficha_levantada_Personas_con_Discapacidad;Sin asistencia;Tipo;servicio1;tipo_gestion_ua_o;Afganistán;Alemania;Alemania_República_Democrática;Antigua_y_Barbuda;Apátrida;Argelia;Argentina;Australia;Bahamas;Barbados;Bélgica;Bermudas;Bolivia;Brasil;Caimán_Islas;Canadá;Checa_República_Checoslovaquia;Chile;China_República_Popular_Pekin;Colombia;Corea_del_Sur_República_de;Costa_Rica;Cuba;Curazao_Isla;Dominicana_República;Egipto;El_Salvador;España;Estados_Unidos;Francia;Granada;Groenlandia;Guatemala;Guinea;Guinea_Bissau;Haití;Honduras;India;Irán_República_Islámica_de;Israel;Italia;Jamaica;Liechtestein;Marruecos;Martinica;Mexico;Nicaragua;Otras_naciones_de_Africa;Otras_naciones_de_America;Otras_Naciones_de_Europa;Panamá;Paraguay;Perú;Rwanda;Reino_Unido_Escocia_Gran_Bretaña_Inglaterra;Sudafrica_Ciskei;Surinam;Territorio_Británico_del_Oceáno_Índico;Ucrania;Uganda;Uruguay;Venezuela;Yemen;Sin_Especificar;SNAI_Si;SNAI_No;dias_asistencia_sum;DII_cobert_asist
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;MIRA (CHONTAHUASI);040450;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;15;18;33;35;15;17;;;;;;;;;;3;;;;;11;16;;;4;4;;;;;;;15;20;;;;;;;;;;;;;;;;;;;;;;35;Urbano;3;4;2;2;1;2;1;2;2;3;3;4;4;3;2;2;CNH - Misión Ternura;4.- CNH - Misión Ternura;35;;35;;5;27;3;corriente;2;;;;2;;;3,00;3;;3;;3;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;119;1
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;CONCEPCION;040451;Sierra;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;14;22;36;36;14;22;;;;;;;;;;;;;;;13;19;;;1;3;;;;;;;14;22;;;;;;;;;;;;;;;;;;;;;;54;Rural;18;20;;;;;;;1;2;2;2;5;15;6;3;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;35;1;12;22;1;corriente;;;;;;;;;9;;9;;9;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;35;643;1
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;CONCEPCION;040451;Sierra;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;15;15;30;30;;;;;;;;;;;5;2;10;13;;;10;4;;;5;10;;;;;;1;;;15;15;30;2;;4;5;6;3;;1;;;;1;3;2;;3;;;30;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;30;;30;;6;23;1;corriente;;;;;;;;;;;;;;;;;;;;;;;;;12;7;5;;12;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;68;
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;CONCEPCION;040451;Sierra;PERSONAS ADULTOS MAYORES - PEJ;ESPACIOS DE SOCIALIZACIÓN Y ENCUENTRO;4.- ACTIVOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;37;38;75;75;;;;;;;;;;;;;;;37;38;25;31;;;12;7;;;;;;;35;38;2;;2;1;;;;;;;;;;;;;;1;;;;75;Rural;13;3;;;;;;;;;;;;;;;ESPACIOS ACTIVOS CON ALIMENTACION;4.- ACTIVOS CA;74;1;74;1;19;41;14;corriente;;;;;;;;;;;;;;;;;;;35;;1;34;35;;;;;;;;INTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;975;
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;CONCEPCION;040451;Sierra;PERSONAS ADULTOS MAYORES - PEJ;ESPACIOS DE SOCIALIZACIÓN Y ENCUENTRO;4.- ACTIVOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;38;37;75;75;;;;;;;;;;;;;;;38;37;18;19;;;19;17;;;;;1;1;28;33;10;4;14;1;1;5;2;2;1;;;;;1;;;;1;;;;75;Rural;13;3;;;;;;;;;;;;;;;ESPACIOS ACTIVOS CON ALIMENTACION;4.- ACTIVOS CA;75;;74;1;19;46;9;corriente;;;;;;;;;;;;;;;;;;;42;1;2;39;42;;;;;;;;INTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;971;
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);040452;Sierra;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;16;14;30;30;;;;;;;;;;;6;4;10;10;;;5;5;1;;10;9;;;;;;;;;16;14;30;;1;4;5;9;7;;;;;;;1;;2;1;;;30;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;30;;30;;10;16;4;corriente;;;;;;;;;;;;;;;;;;;;;;;;;18;10;7;1;18;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;69;
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);040452;Sierra;PERSONAS ADULTOS MAYORES - PEJ;ESPACIOS DE SOCIALIZACIÓN Y ENCUENTRO;4.- ACTIVOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;28;47;75;75;;;;;;;;;;;;;;;28;47;12;23;;;15;22;;;;2;1;;24;42;4;5;9;1;1;1;1;;;1;;;;;;;1;1;2;;;75;Rural;12;3;;;;;;;;;;;;;;;ESPACIOS ACTIVOS CON ALIMENTACION;4.- ACTIVOS CA;72;3;69;6;18;33;18;corriente;;;;;;;;;;;;;;;;;;;41;7;9;25;41;;;;;;;;INTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;912;
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);040452;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;18;16;34;35;18;16;;;;;;;;1;;;;;;;10;4;1;2;7;10;;;;;;1;18;17;;;;;;;;;;;;;;;;;;;;;;35;Rural;3;4;;;;;;1;4;3;7;5;6;4;1;3;CNH - Misión Ternura;4.- CNH - Misión Ternura;35;;34;1;19;14;1;corriente;1;;;1;;;;3,00;2;;2;;2;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;97;1
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);040452;Sierra;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;20;20;40;40;;;;;;;;;;;;;;;20;20;2;3;;;15;14;2;1;;;1;2;14;19;6;1;7;2;;4;1;;;;;;;;;;;;;;;40;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;39;1;39;1;18;16;5;inversion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;JUAN MONTALVO (SAN IGNACIO DE QUIL);040453;Sierra;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;11;29;40;40;;;;;;;;;;;;;;;11;29;3;12;;;8;17;;;;;;;11;26;;3;3;;2;;;;;;;;;;;;;;1;;;40;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;40;;39;1;4;26;9;inversion;;;;;;;;;;;;;;;;;;;15;;1;14;15;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;
Zona Planificación 1;04D03;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;MIRA;0404;JUAN MONTALVO (SAN IGNACIO DE QUIL);040453;Sierra;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;14;26;40;40;;;;;;;;;;;;;;;14;26;;;;;14;26;;;;;;;11;26;3;;3;2;;;;;;;;;;;;;;1;;;;40;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;40;;40;;3;18;19;inversion;;;;;;;;;;;;;;;;;;;10;;1;9;10;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;19;17;36;36;19;17;;;;;;;;;;;;;;;5;1;;2;12;12;;;;1;2;1;19;17;;;;;;;;;;;;;;;;;;;;;;36;Urbano;20;20;;;;;;;6;3;4;2;9;12;;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;29;7;7;11;11;corriente;;;;;;;;;27;;23;4;27;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;35;719;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;18;18;36;36;18;18;;;;;;;;;;;;;;;6;6;;;12;12;;;;;;;18;18;;;;;;;;;;;;;;;;;;;;;;36;Urbano;19;20;;;;;;;5;2;3;8;10;8;;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;36;;24;12;4;9;11;corriente;;;;;;;;;16;;16;;16;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;35;697;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;2.- CDI DIRECTOS;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;47;34;81;81;47;34;;;;;;;;;;;;;;;8;7;;;37;25;;;;;2;2;47;33;;1;1;;1;;;;;;;;;;;;;;;;;100;Urbano;10;20;;;;;;;6;4;9;15;32;15;;;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);2.- CDI DIRECTOS;81;;55;26;7;24;24;corriente;;;;;;;;;30;;30;;30;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;80;843;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;18;12;30;30;;;;;;;;;;;3;4;15;8;;;4;1;;;12;10;2;1;;;;;;;18;12;30;2;5;3;1;8;3;;;;;;;2;;3;3;;;30;Urbano;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;30;;29;1;4;15;10;corriente;;;;;;;;;;;;;;;;;;;;;;;;;21;8;9;4;21;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;16;13;29;29;;;;;;;;;;;3;2;13;11;;;1;1;;;15;12;;;;;;;;;16;13;29;;1;8;3;5;8;1;;;;;;;;2;1;;;30;Urbano;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;29;;28;1;9;14;5;corriente;;;;;;;;;;;;;;;;;;;;;;;;;22;8;9;5;22;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;22;21;43;45;22;21;;;;;;;;;;1;;1;;;1;2;;;20;20;;;;;1;1;22;23;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;4;1;;1;1;3;7;10;5;4;5;2;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;44;1;13;27;4;corriente;2;;;;1;1;;4,00;6;1;5;;6;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;190;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;17;9;26;45;17;9;;;;;;;;;;15;;4;;;2;2;;;15;26;;;;;;;17;28;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;1;;1;;;;1;4;4;2;5;3;5;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;45;;14;27;4;corriente;19;;;;15;4;;3,58;4;;4;;4;3;;3;;3;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;173;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;20;18;38;42;20;18;;;;;;;;;;4;;;;;1;2;;;19;20;;;;;;;20;22;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;1;2;6;3;3;1;3;3;1;5;6;4;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;42;;42;;12;26;4;corriente;4;;;;4;;;3,25;5;;5;;5;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;149;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;18;18;36;45;18;18;;;;;;;;;;7;;2;;;9;13;;;9;14;;;;;;;18;27;;;;;;;;;;;;;;;;;;;;;;45;Urbano;3;4;4;3;2;2;1;3;4;1;;4;7;5;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;42;3;19;23;;corriente;9;;;;7;2;;3,11;12;;12;;12;1;;;1;1;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;151;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;16;22;38;45;16;22;;;;;;1;;2;;3;;1;;;5;12;;;10;17;;;;;1;;16;29;;;;;;;;;;;;;;;;;;;;;;45;Urbano;4;4;2;2;3;4;;1;5;8;4;4;2;3;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;45;;15;29;1;corriente;7;;1;2;3;1;;3,43;3;;3;;3;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;43;169;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;18;15;33;44;18;15;;;;;;;;1;;7;;3;;;4;12;;;14;14;;;;;;;18;26;;;;;;;;;;;;;;;;;;;;;;45;Urbano;3;4;1;;1;;;;3;2;1;4;8;6;4;3;CNH - Misión Ternura;4.- CNH - Misión Ternura;44;;42;2;6;27;9;corriente;11;;;1;7;3;;2,82;8;;8;;8;2;;;2;2;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;131;1
Zona Planificación 1;08D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A ESMERALDAS;ESMERALDAS;08;ESMERALDAS;0801;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);080101;Costa;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;16;25;41;45;16;25;;;;;;;;;;3;;1;;;13;20;;2;3;6;;;;;;1;16;29;;;;;;;;;;;;;;;;;;;;;;45;Urbano;3;4;2;1;1;4;;2;6;6;4;5;2;7;1;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;45;;18;27;;corriente;4;;;;3;1;;3,00;4;;4;;4;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;144;1
